A1BG	1.00492168073877	1.08294131214191e-11
A2ML1	4.56513005115255	7.45319021357344e-32
A2M	-1.10005374798234	1.66746113329979e-24
A4GALT	-0.387227751682263	0.00926899883360237
A4GNT	-1.25399932382626	2.13430416459899e-07
AAAS	0.178321062830096	0.00102312914942218
AACSL	1.42306780047159	0.00138478738740986
AADACL2	-3.3721663490036	1.5596766639554e-13
AADACL3	-4.84934187536394	2.38146733937066e-24
AADACL4	-1.60455348496779	0.00577413456177029
AADAC	-4.27654403306383	1.14167522807407e-25
AAGAB	0.966066845595624	1.03285678122294e-43
AAMP	0.332144113589719	9.26379997526889e-06
AARS	0.455745937607045	5.12402100611517e-07
AASDHPPT	0.324286533606856	8.03846202714326e-05
AASDH	-0.201000629224483	0.00252993525300453
AASS	-1.66942400060224	2.88232640503297e-39
AATF	0.530978908103602	1.26101554323234e-13
ABAT	1.79846672573121	4.28354931986335e-20
ABCA10	-3.75290915723321	2.8322482120303e-68
ABCA12	2.17643129850635	7.10890170941811e-10
ABCA17P	0.721928518988841	5.66815491367135e-06
ABCA1	-1.29439435853342	2.64626408244093e-21
ABCA3	0.958277403376409	1.29881717977805e-13
ABCA5	-1.64910938731282	5.97361212064856e-38
ABCA6	-2.51668675109813	3.00439895234206e-41
ABCA8	-3.61247231030195	4.29563276442763e-42
ABCA9	-3.39870715020765	7.26310711890331e-55
ABCB10	0.457070378643028	5.54841604821876e-10
ABCB11	-2.47365755643684	9.70251220439034e-14
ABCB1	-1.88923354031819	1.68376551814277e-25
ABCB5	-3.40625942058174	6.56129876394958e-37
ABCB8	0.892049534521697	2.49890533383602e-23
ABCB9	1.01898328818381	2.30044896707797e-16
ABCC10	0.30703951046391	3.41944848506992e-05
ABCC11	1.06112515832077	0.00286831152101314
ABCC12	2.15590603841619	3.28807282975528e-06
ABCC13	5.66905211075297	1.2031842446606e-30
ABCC1	0.395266791871982	1.22327911136905e-06
ABCC4	0.810450818486111	9.73378917061551e-07
ABCC5	1.12618450789327	1.96517543884103e-19
ABCC6P1	-1.52541968106302	4.71763806516782e-08
ABCC6	-1.79853285938862	4.00623472940362e-15
ABCC8	1.00254074615474	0.00152641781210305
ABCC9	-2.12723957357442	8.57293975348536e-31
ABCD2	-4.02580346062384	1.32555425633219e-55
ABCD3	0.698345981696836	8.34868796812528e-14
ABCD4	-0.59334407118942	5.77017590097018e-16
ABCE1	0.360155080241877	7.17955149614561e-07
ABCF1	0.40056871454	9.36903684322683e-12
