from	to	weight
A4GALT	MFRP	0.768460252974904
AARS2	ABCC10	0.761445817846544
AARS2	CCHCR1	0.771884634223644
AARS2	KIAA0649	0.775745526838966
AARS2	KRI1	0.772779266430403
AARS2	MBD1	0.760983375111649
AARS2	NEURL4	0.78965626530671
AARS2	SFRS16	0.768722447921169
AARS2	SNAPC4	0.797275765695681
AARS2	TRMT2A	0.760578557639669
AARS2	TSNARE1	0.766996571296856
AARS2	U2AF2	0.763981329414815
AARS2	USP20	0.788194024260236
AARS2	ZBTB48	0.791903650560406
AARS2	ZFYVE27	0.78449160111793
AARS2	ZNF512B	0.795894200017288
ABAT	hsa-mir-196a.MIMAT0000226	0.477223614832743
ABCA1	ANO6	0.767100296770104
ABCA1	hsa-mir-141.MIMAT0000432	0.415166969199297
ABCA1	hsa-mir-200a.MIMAT0000682	0.477386406200478
ABCA1	hsa-mir-200b.MIMAT0000318	0.466908692770911
ABCA1	hsa-mir-215.MIMAT0000272	0.428842884720662
ABCA1	hsa-mir-224.MIMAT0000281	0.418676347710836
ABCA1	hsa-mir-224.MIMAT0009198	0.414986890252687
ABCA1	hsa-mir-22.MIMAT0000077	0.431278992710404
ABCA1	hsa-mir-378a.MIMAT0000731	0.478109603250065
ABCA1	hsa-mir-378a.MIMAT0000732	0.419183450024491
ABCA1	hsa-mir-429.MIMAT0001536	0.413333045207019
ABCA1	hsa-mir-452.MIMAT0001635	0.422347076958539
ABCA1	hsa-mir-652.MIMAT0003322	0.433124441755266
ABCA13	hsa-mir-200a.MIMAT0001620	0.417839340766992
ABCA6	ABCA9	0.79588555622785
ABCA8	EBF3	0.767509436136802
ABCA8	FAM26E	0.783589765753306
ABCA8	hsa-mir-200c.MIMAT0000617	0.443011496239952
ABCA8	hsa-mir-22.MIMAT0000077	0.442047713717694
ABCA8	hsa-mir-31.MIMAT0000089	0.427154464517244
ABCA8	hsa-mir-452.MIMAT0001635	0.475484772524275
ABCA8	NEGR1	0.795813524649206
ABCA8	PCOLCE2	0.75487941913735
ABCA8	ZEB1	0.752142219148875
ABCB1	hsa-mir-452.MIMAT0001636	0.412082577001758
ABCC10	MINK1	0.78422652490852
ABCC10	SNAPC4	0.775935690206587
ABCC10	TOP3B	0.783382314806811
ABCC11	hsa-mir-375.MIMAT0000728	0.425770017575705
ABCC6	hsa-mir-224.MIMAT0000281	0.509606131327974
ABCC6	hsa-mir-452.MIMAT0001635	0.440373699830005
ABCC9	AKAP12	0.760074336589161
ABCC9	ANGPT1	0.756299881868211
ABCC9	ANKRD40	0.756092430921716
ABCC9	ANTXR2	0.785092344483822
ABCC9	ASPA	0.807560434494482
ABCC9	BSPRY	0.751905955570922
ABCC9	C1orf172	0.764767914253609
ABCC9	C7orf58	0.813917941625609
ABCC9	CCDC120	0.756197597026536
ABCC9	DOCK11	0.781572881551272
ABCC9	EBF1	0.810777364796727
ABCC9	EBF2	0.759776125853574
ABCC9	EBF3	0.758223125018008
ABCC9	ECM2	0.779543031665082
ABCC9	ELMO3	0.767176650243467
ABCC9	GBE1	0.789708128043334
ABCC9	hsa-mir-141.MIMAT0000432	0.54483533581122
ABCC9	hsa-mir-141.MIMAT0004598	0.498974270320108
ABCC9	hsa-mir-193b.MIMAT0002819	0.47024807675685
ABCC9	hsa-mir-193b.MIMAT0004767	0.438124873944737
ABCC9	hsa-mir-200a.MIMAT0000682	0.570789754228254
ABCC9	hsa-mir-200b.MIMAT0000318	0.526487452099
ABCC9	hsa-mir-200b.MIMAT0004571	0.47056789696603
ABCC9	hsa-mir-200c.MIMAT0000617	0.479545912928228
ABCC9	hsa-mir-200c.MIMAT0004657	0.440049557726107
ABCC9	hsa-mir-205.MIMAT0000266	0.439577030570202
ABCC9	hsa-mir-215.MIMAT0000272	0.457476877863255
ABCC9	hsa-mir-22.MIMAT0000077	0.497942778113925
ABCC9	hsa-mir-342.MIMAT0000753	0.455297202293485
ABCC9	hsa-mir-342.MIMAT0004694	0.415792203301928
ABCC9	hsa-mir-429.MIMAT0001536	0.496528077909355
ABCC9	hsa-mir-652.MIMAT0003322	0.466413115509839
ABCC9	HSDL2	0.770863226438471
ABCC9	MAP7D3	0.786813899213415
ABCC9	PCDH9	0.763042037629297
ABCC9	PDE8A	0.752028409254617
ABCC9	PRKCZ	0.795413029071945
ABCC9	PRSS8	0.778442389143401
ABCC9	PTPRM	0.78223701270637
ABCC9	RAB25	0.823613392111102
ABCC9	RTKN	0.777939608724465
ABCC9	SEC23A	0.815733137407439
ABCC9	SETD7	0.756062177658686
ABCC9	SPINT1	0.753842164404875
ABCC9	YWHAG	0.755805745238713
ABCC9	ZEB1	0.876777019045149
ABCC9	ZEB2	0.818392543290979
ABCC9	ZFPM2	0.798311579796583
ABCD1	hsa-mir-193b.MIMAT0004767	0.509581640591235
ABCD1	hsa-mir-224.MIMAT0000281	0.420719163281183
ABCD1	hsa-mir-652.MIMAT0003322	0.453987668193736
ABCD2	ABHD15	0.781153657763564
ABCD2	ACO1	0.794691272653931
ABCD2	ACOX1	0.762327484369147
ABCD2	ACVR1C	0.822299536116634
ABCD2	ADIPOQ	0.868157720344599
ABCD2	ADRBK2	0.780989425764255
ABCD2	ANO3	0.759002506698937
ABCD2	ANO6	0.811015069006252
ABCD2	AOC3	0.803133373671017
ABCD2	AQPEP	0.832322009969171
ABCD2	ASAM	0.800191603999193
ABCD2	ASPH	0.806737833866367
