hs10 101601417 101601497 hs8 10666978 10667070
hs10 102436512 102436584 hs10 102436512 102436584
hs10 102436512 102436584 hs3 49020618 49020709
hs10 102436512 102436584 hs7 127058088 127058184
hs10 102436512 102436584 hsX 50009722 50009805
hs10 102436512 102436584 hsX 66018870 66018979
hs10 103394253 103394401 hs12 57824609 57824692
hs10 103394253 103394401 hs14 100874493 100874585
hs10 103394253 103394401 hs14 101033755 101033836
hs10 103394253 103394401 hs17 7017615 7017701
hs10 103394253 103394401 hs17 7223297 7223379
hs10 103394253 103394401 hs7 100093768 100093847
hs10 103394253 103394401 hsX 50009722 50009805
hs10 130962588 130962668 hs5 149062313 149062409
hs10 133247511 133247620 hs14 101033755 101033836
hs10 133247511 133247620 hs21 16539089 16539169
hs10 133247511 133247620 hs5 168768146 168768255
hs10 133247511 133247620 hsX 134541341 134541437
hs10 133371556 133371663 hs14 47760995 47761104
hs10 133371556 133371663 hs19 53682159 53682245
hs10 133371556 133371663 hs19 53712268 53712354
hs10 86264694 86264788 hs8 10666978 10667070
hs10 89592747 89592827 hs8 140732564 140732653
hs10 96064315 96064399 hs1 228097263 228097341
hs10 96064315 96064399 hs19 46709293 46709345
hs10 96064315 96064399 hs8 10666978 10667070
hs10 96828669 96828764 hsX 136550878 136550960
hs1 109598893 109598967 hsX 139924148 139924231
hs11 101519820 101519905 hs1 162342546 162342640
hs11 101519820 101519905 hs19 53756741 53756830
hs11 101519820 101519905 hs8 10666978 10667070
hs11 101519820 101519905 hsX 136550878 136550960
hs11 111512938 111513021 hs11 111513439 111513515
hs11 111513439 111513515 hs11 2134134 2134209
hs11 122146522 122146593 hs14 100884702 100884783
hs11 122146522 122146593 hs14 101047321 101047398
hs11 122146522 122146593 hs3 160404588 160404685
hs11 122146522 122146593 hs9 128244721 128244830
hs11 122152229 122152308 hs1 171101728 171101806
hs11 122152229 122152308 hs12 6964097 6964191
hs11 122152229 122152308 hs12 95308420 95308513
hs11 122152229 122152308 hs14 100307859 100307956
hs11 122152229 122152308 hs14 101045920 101045994
hs11 122152229 122152308 hs15 31065032 31065141
hs11 122152229 122152308 hs16 69933081 69933180
hs11 122152229 122152308 hs17 12081899 12081996
hs11 122152229 122152308 hs17 17813836 17813931
hs11 122152229 122152308 hs17 59137758 59137872
hs11 122152229 122152308 hs17 7223297 7223379
hs11 122152229 122152308 hs19 2234062 2234149
hs11 122152229 122152308 hs20 3917494 3917571
hs11 122152229 122152308 hs21 16539089 16539169
hs11 122152229 122152308 hs21 16590237 16590325
hs11 122152229 122152308 hs21 16590237 16590325
hs11 122152229 122152308 hs2 176150303 176150412
hs11 122152229 122152308 hs22 30731557 30731641
hs11 122152229 122152308 hs2 25328640 25328721
hs11 122152229 122152308 hs3 49020618 49020709
hs11 122152229 122152308 hs5 149062313 149062409
hs11 122152229 122152308 hs5 149428918 149429023
hs11 122152229 122152308 hs7 100093768 100093847
hs11 122152229 122152308 hs7 74191198 74191294
hs11 122152229 122152308 hs8 10666978 10667070
hs11 122152229 122152308 hsX 136550878 136550960
hs1 1167104 1167198 hs1 1167104 1167198
hs1 1167104 1167198 hs1 1169005 1169087
hs1 1167104 1167198 hs1 1169005 1169087
hs1 1167104 1167198 hs12 6963699 6963766
hs1 1167863 1167952 hs1 1167104 1167198
hs1 1167863 1167952 hs1 1167104 1167198
hs1 1167863 1167952 hs1 1167104 1167198
hs1 1167863 1167952 hs1 1167863 1167952
hs1 1167863 1167952 hs1 1169005 1169087
hs1 1167863 1167952 hs12 6963699 6963766
hs11 2134134 2134209 hs11 1996759 1996831
hs11 2134134 2134209 hs11 2134134 2134209
hs11 2134134 2134209 hs14 101046455 101046538
hs11 43581394 43581483 hs1 228097263 228097341
hs11 43581394 43581483 hs1 3560695 3560790
hs11 43581394 43581483 hs15 31065032 31065141
hs11 43581394 43581483 hs19 46709293 46709345
hs11 43581394 43581483 hs8 10666978 10667070
hs1 154193665 154193743 hs1 207801852 207801939
hs1 154193665 154193743 hs1 207802443 207802523
hs1 154193665 154193743 hs14 100109655 100109753
hs1 154193665 154193743 hs17 81125877 81125955
hs1 154193665 154193743 hs5 149062313 149062409
hs1 156420341 156420429 hs1 156420341 156420429
hs11 568089 568198 hs17 59151136 59151221
hs11 568089 568198 hs21 16539089 16539169
hs11 568089 568198 hs5 168768146 168768255
hs1 162342546 162342640 hs1 162342546 162342640
hs1 162342546 162342640 hs5 32394378 32394475
hs11 64891137 64891246 hs11 64891137 64891246
hs11 64891137 64891246 hs11 64891355 64891439
hs11 64891137 64891246 hs11 64891355 64891439
hs11 64891137 64891246 hs11 64891355 64891439
hs11 64891137 64891246 hs1 220117853 220117962
hs11 64891355 64891439 hs11 64891355 64891439
hs11 70283955 70284070 hs17 76736450 76736548
hs1 171101728 171101806 hs21 16539089 16539169
hs1 172138798 172138907 hs1 172138798 172138907
hs1 172138798 172138907 hs11 79402022 79402109
hs1 172138798 172138907 hs14 100869060 100869148
hs1 172138798 172138907 hs14 100869060 100869148
hs1 172138798 172138907 hs14 100869060 100869148
hs1 172138798 172138907 hs14 100874493 100874585
hs1 172138798 172138907 hs14 100874493 100874585
hs1 172138798 172138907 hs14 100881886 100881978
hs1 172138798 172138907 hs14 100911139 100911213
hs1 172138798 172138907 hs14 101022066 101022132
hs1 172138798 172138907 hs14 101023325 101023420
hs1 172138798 172138907 hs14 101023325 101023420
hs1 172138798 172138907 hs14 101025732 101025817
hs1 172138798 172138907 hs14 101025732 101025817
hs1 172138798 172138907 hs14 101029634 101029714
hs1 172138798 172138907 hs14 101029634 101029714
hs1 172138798 172138907 hs14 101039690 101039755
hs1 172138798 172138907 hs14 101039690 101039755
hs1 172138798 172138907 hs14 101040219 101040299
hs1 172138798 172138907 hs14 101040782 101040849
hs1 172138798 172138907 hs14 101047901 101047979
hs1 172138798 172138907 hs14 101054306 101054381
hs1 172138798 172138907 hs14 101054306 101054381
hs1 172138798 172138907 hs14 101055419 101055491
hs1 172138798 172138907 hs14 101062050 101062118
hs1 172138798 172138907 hs14 101062050 101062118
hs1 172138798 172138907 hs14 101065300 101065378
hs1 172138798 172138907 hs14 101065300 101065378
hs1 172138798 172138907 hs14 101065598 101065667
hs1 172138798 172138907 hs14 101065912 101065991
hs1 172138798 172138907 hs15 70079372 70079468
hs1 172138798 172138907 hs17 1713903 1713987
hs1 172138798 172138907 hs7 100093560 100093643
hs1 172138798 172138907 hs7 100093768 100093847
hs1 172138798 172138907 hs8 12727237 12727299
hs1 172138798 172138907 hs9 95086021 95086088
hs11 72615063 72615130 hs1 109598893 109598967
hs11 72615063 72615130 hs11 568089 568198
hs11 72615063 72615130 hs11 568089 568198
hs11 72615063 72615130 hs11 72615063 72615130
hs11 72615063 72615130 hs14 100307859 100307956
hs11 72615063 72615130 hs14 101045920 101045994
hs11 72615063 72615130 hs16 69933081 69933180
hs11 72615063 72615130 hs16 69933081 69933180
hs11 72615063 72615130 hs17 28861533 28861618
hs11 72615063 72615130 hs17 7017615 7017701
hs11 72615063 72615130 hs18 21829004 21829088
hs11 72615063 72615130 hs21 16539089 16539169
hs11 72615063 72615130 hs22 41900944 41901012
hs11 72615063 72615130 hs5 149062313 149062409
hs11 72615063 72615130 hs5 149428918 149429023
hs11 72615063 72615130 hs5 168768146 168768255
hs11 72615063 72615130 hs7 130496111 130496204
hs11 72615063 72615130 hs7 130496111 130496204
hs11 72615063 72615130 hs8 41660441 41660508
hs11 72615063 72615130 hsX 139924148 139924231
hs1 177029363 177029445 hs1 162342546 162342640
hs1 177029363 177029445 hs1 162342546 162342640
hs1 177029363 177029445 hs1 3560695 3560790
hs11 79402022 79402109 hs11 79402022 79402109
hs11 93733674 93733764 hs1 228097263 228097341
hs11 93733674 93733764 hs15 31065032 31065141
hs11 93733674 93733764 hs19 53756741 53756830
hs11 93733674 93733764 hs8 10666978 10667070
hs11 93733674 93733764 hsX 136550878 136550960
hs1 207801852 207801939 hs19 45674928 45675024
hs1 207801852 207801939 hs5 149062313 149062409
hs1 207801852 207801939 hsX 139924148 139924231
hs1 207802443 207802523 hs1 207801852 207801939
hs1 207802443 207802523 hs1 207801852 207801939
hs1 207802443 207802523 hs1 207801852 207801939
hs1 207802443 207802523 hs1 207802443 207802523
hs1 209432133 209432242 hs1 209432133 209432242
hs12 103930425 103930555 hs1 162342546 162342640
hs12 103930425 103930555 hs8 10666978 10667070
hs1 220200538 220200619 hs1 220200538 220200619
hs1 228097263 228097341 hs10 96828669 96828764
hs1 228097263 228097341 hs11 101519820 101519905
hs1 228097263 228097341 hs11 1996759 1996831
hs1 228097263 228097341 hs1 156936131 156936244
hs1 228097263 228097341 hs11 70283955 70284070
hs1 228097263 228097341 hs1 177029363 177029445
hs1 228097263 228097341 hs1 177029363 177029445
hs1 228097263 228097341 hs12 103930425 103930555
hs1 228097263 228097341 hs14 47760995 47761104
hs1 228097263 228097341 hs15 35372256 35372364
hs1 228097263 228097341 hs16 21506049 21506135
hs1 228097263 228097341 hs19 53682159 53682245
hs1 228097263 228097341 hs19 53686469 53686555
hs1 228097263 228097341 hs19 53690881 53690965
hs1 228097263 228097341 hs19 53697533 53697617
hs1 228097263 228097341 hs19 53702737 53702819
hs1 228097263 228097341 hs19 53708735 53708835
hs1 228097263 228097341 hs19 53708735 53708835
hs1 228097263 228097341 hs19 53712268 53712354
hs1 228097263 228097341 hs19 53713347 53713434
hs1 228097263 228097341 hs19 53722166 53722255
hs1 228097263 228097341 hs19 53725442 53725526
hs1 228097263 228097341 hs19 53739333 53739419
hs1 228097263 228097341 hs19 53742512 53742599
hs1 228097263 228097341 hs19 53754018 53754102
hs1 228097263 228097341 hs19 53756741 53756830
hs1 228097263 228097341 hs20 34990376 34990497
hs1 228097263 228097341 hs22 49543393 49543466
hs1 228097263 228097341 hs3 159282646 159282734
hs1 228097263 228097341 hs3 79507887 79507969
hs1 228097263 228097341 hs5 32394378 32394475
hs1 228097263 228097341 hs6 5148233 5148322
hs1 228097263 228097341 hs8 10666978 10667070
hs1 228097263 228097341 hs8 123348034 123348130
hs1 228097263 228097341 hs8 27701677 27701759
hs1 228097263 228097341 hs8 41660441 41660508
hs1 228097263 228097341 hsX 147236913 147237027
hs1 228097263 228097341 hsX 74218549 74218618
hs12 54337216 54337314 hs12 95308420 95308513
hs12 54337216 54337314 hs7 100093768 100093847
hs12 57824609 57824692 hs2 218402646 218402722
hs12 57824609 57824692 hs7 130876747 130876810
hs12 57824609 57824692 hs7 5495819 5495917
hs12 62603686 62603769 hs11 122152229 122152308
hs12 62603686 62603769 hs12 6963699 6963766
hs12 62603686 62603769 hs12 95308420 95308513
hs12 62603686 62603769 hs14 101045920 101045994
hs12 62603686 62603769 hs15 70079372 70079468
hs12 62603686 62603769 hs16 69933081 69933180
hs12 62603686 62603769 hs17 1713903 1713987
hs12 62603686 62603769 hs17 59841266 59841337
hs1 26554542 26554593 hsX 85903636 85903707
hs12 6963699 6963766 hs12 6963699 6963766
hs12 6963699 6963766 hs14 101047321 101047398
hs12 6963699 6963766 hs14 101065300 101065378
hs12 6964097 6964191 hs1 1167104 1167198
hs12 6964097 6964191 hs1 1167104 1167198
hs12 6964097 6964191 hs1 1167863 1167952
hs12 6964097 6964191 hs1 1167863 1167952
hs12 6964097 6964191 hs1 1169005 1169087
hs12 6964097 6964191 hs12 6963699 6963766
hs12 6964097 6964191 hs12 6963699 6963766
hs12 6964097 6964191 hs12 6963699 6963766
hs12 6964097 6964191 hs12 6964097 6964191
hs12 6964097 6964191 hs14 100881007 100881120
