hs16 8768422 8878432 hs12 53991738 53991847 w=0.33126
hs9 107543283 107690518 hs12 6964097 6964191 w=0.288184
hs9 107543283 107690518 hs1 1167863 1167952 w=0.331373
hs9 107543283 107690518 hs1 1167104 1167198 w=0.3241
hs9 107543283 107690518 hs1 220117853 220117962 w=0.297677
hs9 107543283 107690518 hsX 151958578 151958658 w=0.29062
hs9 107543283 107690518 hsX 151958578 151958658 w=0.288059
hs9 107543283 107690518 hs17 1713903 1713987 w=0.299368
hs9 107543283 107690518 hs5 149732825 149732890 w=0.331875
hs9 107543283 107690518 hs5 149732825 149732890 w=0.290972
hs9 107543283 107690518 hs1 1169005 1169087 w=0.286911
hs9 107543283 107690518 hsX 151959628 151959712 w=0.293168
hs9 107543283 107690518 hsX 110055329 110055426 w=0.300649
hs7 48211055 48687092 hs1 1167863 1167952 w=0.290039
hs17 66863433 66951533 hs12 6964097 6964191 w=0.320585
hs17 66863433 66951533 hs12 6964097 6964191 w=0.319986
hs17 66863433 66951533 hs1 1167863 1167952 w=0.344792
hs17 66863433 66951533 hs1 1167863 1167952 w=0.305563
hs17 66863433 66951533 hs1 1167104 1167198 w=0.31833
hs17 66863433 66951533 hs12 6963699 6963766 w=0.307512
hs17 66863433 66951533 hs1 220117853 220117962 w=0.28606
hs17 66863433 66951533 hsX 151958578 151958658 w=0.301312
hs17 66863433 66951533 hs17 1713903 1713987 w=0.306843
hs17 66863433 66951533 hs9 21512115 21512185 w=0.296505
hs17 66863433 66951533 hsX 151959628 151959712 w=0.330053
hs17 66863433 66951533 hsX 110055329 110055426 w=0.28914
hs7 87133175 87342611 hsX 151959628 151959712 w=0.286043
hs16 48200821 48281479 hs2 219001645 219001708 w=0.295544
hs16 16242785 16317379 hsX 151958578 151958658 w=0.353738
hs16 16242785 16317379 hsX 151959628 151959712 w=0.305681
hs12 21950335 22094336 hs12 6964097 6964191 w=0.378192
hs12 21950335 22094336 hs12 6964097 6964191 w=0.346358
hs12 21950335 22094336 hs16 14303967 14304049 w=0.326418
hs12 21950335 22094336 hs16 14303967 14304049 w=0.30412
hs12 21950335 22094336 hs1 1167863 1167952 w=0.396208
hs12 21950335 22094336 hs1 1167863 1167952 w=0.323649
hs12 21950335 22094336 hs1 1167104 1167198 w=0.365456
hs12 21950335 22094336 hs1 1167104 1167198 w=0.32664
hs12 21950335 22094336 hs12 6963699 6963766 w=0.332872
hs12 21950335 22094336 hs12 6963699 6963766 w=0.305456
hs12 21950335 22094336 hs1 209432133 209432242 w=0.305128
hs12 21950335 22094336 hs1 220117853 220117962 w=0.317553
hs12 21950335 22094336 hsX 151958578 151958658 w=0.316191
hs12 21950335 22094336 hs17 1713903 1713987 w=0.345642
