hs12 9220260 9268825 hs21 16539828 16539911 w=0.219749
hs12 9220260 9268825 hs11 122152229 122152308 w=0.216419
hs12 9220260 9268825 hs21 16590237 16590325 w=0.205769
hs12 9220260 9268825 hs21 16590237 16590325 w=0.152636
hs12 9220260 9268825 hs16 69933081 69933180 w=0.177812
hs12 9220260 9268825 hs12 6964097 6964191 w=0.177373
hs12 9220260 9268825 hs5 168768146 168768255 w=0.190991
hs12 9220260 9268825 hs14 101045920 101045994 w=0.153
hs12 9220260 9268825 hs21 16539089 16539169 w=0.226694
hs12 8975068 9039597 hs22 46112749 46112822 w=0.192796
hs12 8975068 9039597 hs22 46113686 46113768 w=0.150065
hs12 8975068 9039597 hs1 154193665 154193743 w=0.150681
hs7 121715701 121784334 hs22 30731557 30731641 w=0.158698
hs16 8768422 8878432 hs17 48579838 48579947 w=0.160702
hs16 8768422 8878432 hsX 50003503 50003588 w=0.166964
hs16 8768422 8878432 hs13 91350751 91350821 w=0.174953
hs16 8768422 8878432 hs1 154193665 154193743 w=0.202293
hs16 8768422 8878432 hs19 10817426 10817496 w=0.15527
hs17 67143355 67240987 hs21 16539828 16539911 w=0.269145
hs17 67143355 67240987 hs21 16590237 16590325 w=0.236502
hs17 67143355 67240987 hs11 72615063 72615130 w=0.15244
hs17 67143355 67240987 hs11 72615063 72615130 w=0.169248
hs17 67143355 67240987 hs16 69933081 69933180 w=0.166116
hs17 67143355 67240987 hs17 7017615 7017701 w=0.174316
hs17 67143355 67240987 hs9 70809975 70810084 w=0.289925
hs17 67143355 67240987 hs11 568089 568198 w=0.183671
hs17 67143355 67240987 hs14 101065912 101065991 w=0.158676
hs17 67143355 67240987 hs21 16539089 16539169 w=0.300074
hs17 67074843 67138029 hs21 16539828 16539911 w=0.279408
hs17 67074843 67138029 hs2 176150303 176150412 w=0.186369
hs17 67074843 67138029 hs2 176150303 176150412 w=0.16872
hs17 67074843 67138029 hs21 16590237 16590325 w=0.240325
hs17 67074843 67138029 hs17 7017615 7017701 w=0.15063
hs17 67074843 67138029 hs9 128244721 128244830 w=0.17244
hs17 67074843 67138029 hs9 70809975 70810084 w=0.186957
hs17 67074843 67138029 hs11 568089 568198 w=0.171229
hs17 67074843 67138029 hs5 168768146 168768255 w=0.186275
hs17 67074843 67138029 hs14 100874493 100874585 w=0.196597
hs17 67074843 67138029 hs14 101045920 101045994 w=0.159246
hs17 67074843 67138029 hs14 101065300 101065378 w=0.158997
hs17 67074843 67138029 hs14 101023325 101023420 w=0.184634
hs17 67074843 67138029 hs14 101033755 101033836 w=0.162669
hs17 67074843 67138029 hs21 16539089 16539169 w=0.322657
hs17 66863433 66951533 hs21 16539828 16539911 w=0.222727
hs17 66863433 66951533 hs2 176150303 176150412 w=0.153847
hs17 66863433 66951533 hs21 16590237 16590325 w=0.181651
hs17 66863433 66951533 hs11 72615063 72615130 w=0.207721
hs17 66863433 66951533 hs11 72615063 72615130 w=0.185819
hs17 66863433 66951533 hs19 49500785 49500868 w=0.157986
hs17 66863433 66951533 hs10 133247511 133247620 w=0.168146
hs17 66863433 66951533 hs9 70809975 70810084 w=0.253958
hs17 66863433 66951533 hs11 568089 568198 w=0.207731
hs17 66863433 66951533 hs5 168768146 168768255 w=0.247321
hs17 66863433 66951533 hs7 130496111 130496204 w=0.153122
hs17 66863433 66951533 hs14 100874493 100874585 w=0.177189
hs17 66863433 66951533 hs14 101033755 101033836 w=0.163396
hs17 66863433 66951533 hsX 134541341 134541437 w=0.176447
hs17 66863433 66951533 hs21 16539089 16539169 w=0.242992
hs17 66970629 67057205 hs21 16539828 16539911 w=0.215427
hs17 66970629 67057205 hs2 176150303 176150412 w=0.184096
hs17 66970629 67057205 hs2 176150303 176150412 w=0.175843
hs17 66970629 67057205 hs21 16590237 16590325 w=0.175513
hs17 66970629 67057205 hs9 70809975 70810084 w=0.202517
hs17 66970629 67057205 hs14 100874493 100874585 w=0.149218
hs17 66970629 67057205 hs14 101023325 101023420 w=0.169897
hs17 66970629 67057205 hs21 16539089 16539169 w=0.252476
hs7 87133175 87342611 hs21 16539828 16539911 w=0.251529
hs7 87133175 87342611 hs2 176150303 176150412 w=0.169221
hs7 87133175 87342611 hs14 101560287 101560422 w=0.15298
hs7 87133175 87342611 hs21 16590237 16590325 w=0.187277
hs7 87133175 87342611 hs11 72615063 72615130 w=0.158752
hs7 87133175 87342611 hs11 72615063 72615130 w=0.193774
hs7 87133175 87342611 hs19 49500785 49500868 w=0.275159
hs7 87133175 87342611 hs19 49500785 49500868 w=0.229894
hs7 87133175 87342611 hs16 14303967 14304049 w=0.156693
hs7 87133175 87342611 hs16 14303967 14304049 w=0.173269
hs7 87133175 87342611 hs9 70809975 70810084 w=0.319355
hs7 87133175 87342611 hs11 568089 568198 w=0.234109
hs7 87133175 87342611 hs4 20528275 20528384 w=0.198437
hs7 87133175 87342611 hs5 168768146 168768255 w=0.305804
hs7 87133175 87342611 hsX 66018870 66018979 w=0.200403
hs7 87133175 87342611 hsX 66018870 66018979 w=0.168509
hs7 87133175 87342611 hsX 134541341 134541437 w=0.150936
hs7 87133175 87342611 hs21 16539089 16539169 w=0.262469
hs7 87031013 87109751 hs14 100882979 100883075 w=0.1489
hs7 20654830 20816658 hs11 72615063 72615130 w=0.180181
hs7 20654830 20816658 hs11 72615063 72615130 w=0.181104
hs7 20654830 20816658 hs16 69933081 69933180 w=0.152436
hs7 20654830 20816658 hs9 70809975 70810084 w=0.162407
hs7 20654830 20816658 hs21 16539089 16539169 w=0.167255
hs11 17414432 17498449 hs14 100109655 100109753 w=0.149495
hs11 17414432 17498449 hs5 149062313 149062409 w=0.155281
hs12 21950335 22094336 hs2 176150303 176150412 w=0.164238
hs12 21950335 22094336 hs2 176150303 176150412 w=0.189005
hs12 21950335 22094336 hs14 100882979 100883075 w=0.164145
hs12 21950335 22094336 hs14 101054687 101054759 w=0.182277
hs12 21950335 22094336 hs5 149430646 149430733 w=0.179837
hs12 21950335 22094336 hs19 10817426 10817496 w=0.2004
hs12 21950335 22094336 hs9 128244721 128244830 w=0.248061
hs12 21950335 22094336 hs1 172138798 172138907 w=0.17661
hs12 21950335 22094336 hs14 100874493 100874585 w=0.252897
hs12 21950335 22094336 hs14 101065598 101065667 w=0.162994
hs12 21950335 22094336 hs14 101039690 101039755 w=0.167572
hs12 21950335 22094336 hs14 101062050 101062118 w=0.189606
hs12 21950335 22094336 hs14 101022066 101022132 w=0.173531
hs12 21950335 22094336 hs14 101045920 101045994 w=0.166361
hs12 21950335 22094336 hs14 101065300 101065378 w=0.158764
hs12 21950335 22094336 hs14 101065912 101065991 w=0.156338
hs12 21950335 22094336 hs14 101023325 101023420 w=0.181661
hs12 21950335 22094336 hs14 101023325 101023420 w=0.16144
hs12 21950335 22094336 hs14 100881007 100881120 w=0.200556
hs12 21950335 22094336 hs14 100884483 100884576 w=0.181148
hs12 21950335 22094336 hs11 2134134 2134209 w=0.173963
hs12 21950335 22094336 hs14 101055419 101055491 w=0.170234
hs12 21950335 22094336 hs14 101033755 101033836 w=0.188777
hs12 21950335 22094336 hs14 101040219 101040299 w=0.154439
hs12 21950335 22094336 hs14 101049550 101049646 w=0.157005
hs12 21950335 22094336 hs14 101026020 101026107 w=0.222047
hs12 21950335 22094336 hs14 101047901 101047979 w=0.161816
hs12 21950335 22094336 hs21 16539089 16539169 w=0.158557
hs12 39943835 40013553 hs21 16590237 16590325 w=0.152693
hs12 39943835 40013553 hs17 58331232 58331318 w=0.226821
hs12 39943835 40013553 hs5 160485352 160485450 w=0.241177
hs12 39943835 40013553 hs19 49500785 49500868 w=0.320307
hs12 39943835 40013553 hs19 49500785 49500868 w=0.256965
hs12 39943835 40013553 hs21 25573980 25574044 w=0.155537
hs12 39943835 40013553 hs16 14303967 14304049 w=0.150059
hs12 39943835 40013553 hs9 70809975 70810084 w=0.172376
hs12 39943835 40013553 hsX 66018870 66018979 w=0.168151
hs12 39943835 40013553 hsX 66018870 66018979 w=0.161115
hs12 39943835 40013553 hs10 130962588 130962668 w=0.155577
hs12 39943835 40013553 hs10 17845107 17845193 w=0.17657
hs12 39943835 40013553 hs21 16539089 16539169 w=0.163881
hs4 89011416 89152474 hs21 16539828 16539911 w=0.200836
hs4 89011416 89152474 hs2 176150303 176150412 w=0.157389
hs4 89011416 89152474 hs17 7017615 7017701 w=0.199818
hs4 89011416 89152474 hs5 168768146 168768255 w=0.205783
hs4 89011416 89152474 hs14 101023325 101023420 w=0.164349
hs4 89011416 89152474 hs21 16539089 16539169 w=0.194444
hs17 27887565 27894155 hs7 100093993 100094074 w=0.180232
hs14 23067146 23081265 hs14 100882979 100883075 w=0.152057
hs14 23067146 23081265 hs17 48037161 48037247 w=0.204546
hs14 23067146 23081265 hs7 27169480 27169563 w=0.153528
hs14 23067146 23081265 hs1 172138798 172138907 w=0.149297
hs14 23067146 23081265 hs14 100911139 100911213 w=0.148781
hs19 17402940 17421045 hs19 13874699 13874808 w=0.201885
hs17 47287589 47300587 hs17 58331232 58331318 w=0.154083
hs17 47287589 47300587 hs19 49500785 49500868 w=0.148516
hs17 47287589 47300587 hs21 25573980 25574044 w=0.161605
hs17 47287589 47300587 hsX 66018870 66018979 w=0.154455
hs3 100468000 100712359 hs21 16539828 16539911 w=0.212717
hs3 100468000 100712359 hs21 16590237 16590325 w=0.182689
hs3 100468000 100712359 hs11 72615063 72615130 w=0.171743
hs3 100468000 100712359 hs12 6964097 6964191 w=0.168146
hs3 100468000 100712359 hs19 49500785 49500868 w=0.202093
hs3 100468000 100712359 hs19 49500785 49500868 w=0.156772
hs3 100468000 100712359 hs9 70809975 70810084 w=0.186193
hs3 100468000 100712359 hs11 568089 568198 w=0.193481
hs3 100468000 100712359 hs5 168768146 168768255 w=0.204044
hs3 100468000 100712359 hs21 16539089 16539169 w=0.234225
hs4 7967039 8160559 hs4 8005301 8005381 w=0.354771
hs5 148521046 148640105 hsX 50003503 50003588 w=0.157587
hs5 148521046 148640105 hs13 91350751 91350821 w=0.149094
hs6 26597180 26600278 hs22 46113686 46113768 w=0.152996
hs12 109554400 109706031 hs8 144400086 144400165 w=0.149026
hs12 109554400 109706031 hs11 72615063 72615130 w=0.187367
hs12 109554400 109706031 hs11 72615063 72615130 w=0.163015
hs12 109554400 109706031 hs16 69933081 69933180 w=0.161068
hs10 124768495 124817827 hs22 46112749 46112822 w=0.164795
hs10 124768495 124817827 hs17 48579838 48579947 w=0.198923
hs10 124768495 124817827 hs1 154193665 154193743 w=0.189903
hs10 124768495 124817827 hs1 109598893 109598967 w=0.150472
hs10 124768495 124817827 hsX 151959628 151959712 w=0.176867
hs10 124768495 124817827 hsX 139924148 139924231 w=0.155847
hs10 124768495 124817827 hs1 117094643 117094728 w=0.15161
hs17 7239848 7254797 hs17 58331232 58331318 w=0.389189
hs17 7239848 7254797 hs17 58331232 58331318 w=0.291449
