hs17 67143355 67240987 hs14 101065912 101065991 w=0.228333131874773
hs17 67074843 67138029 hs14 101023325 101023420 w=0.265686426873421
hs17 66863433 66951533 hs14 100874493 100874585 w=0.254973148451935
hs17 66863433 66951533 hs14 101033755 101033836 w=0.235125163325333
hs17 66970629 67057205 hs14 100874493 100874585 w=0.214723167158801
hs17 66970629 67057205 hs14 101023325 101023420 w=0.244480035456707
hs7 87133175 87342611 hs14 101560287 101560422 w=0.220136646463251
hs7 87031013 87109751 hs14 100882979 100883075 w=0.214265568429717
hs11 17414432 17498449 hs14 100109655 100109753 w=0.215121767309607
hs12 21950335 22094336 hs14 100874493 100874585 w=0.363916181727133
hs12 21950335 22094336 hs14 101039690 101039755 w=0.241134384371421
hs12 21950335 22094336 hs14 101062050 101062118 w=0.272841083731933
hs12 21950335 22094336 hs14 101045920 101045994 w=0.239391767827644
hs12 21950335 22094336 hs14 101065912 101065991 w=0.224968773923204
hs12 21950335 22094336 hs14 101023325 101023420 w=0.261408310453397
hs12 21950335 22094336 hs14 100881007 100881120 w=0.288598021101345
hs12 21950335 22094336 hs14 100884483 100884576 w=0.260670108730063
hs12 21950335 22094336 hs14 101033755 101033836 w=0.271648161258943
hs12 21950335 22094336 hs14 101049550 101049646 w=0.22592858006251
hs12 21950335 22094336 hs14 101026020 101026107 w=0.319523349047101
hs12 21950335 22094336 hs14 101047901 101047979 w=0.232851559577052
hs4 89011416 89152474 hs14 101023325 101023420 w=0.236496520522871
hs14 23067146 23081265 hs14 100882979 100883075 w=0.218808458957135
hs14 23067146 23081265 hs14 100911139 100911213 w=0.214094328653739
hs3 100468000 100712359 hs14 101023325 101023420 w=0.213359004909833
hs10 15119522 15130775 hs14 100869060 100869148 w=0.239738564348742
hsX 15579156 15620271 hs14 100109655 100109753 w=0.225217719143744
hs10 90694831 90751147 hs14 100884702 100884783 w=0.224840703838649
hs10 90694831 90751147 hs14 101062050 101062118 w=0.228406520350193
hs10 90694831 90751147 hs14 101055419 101055491 w=0.231591004587499
hs10 90694831 90751147 hs14 101026020 101026107 w=0.279326610373389
hs2 158592958 158732374 hs14 100882979 100883075 w=0.276992569057116
hs2 158592958 158732374 hs14 101054687 101054759 w=0.270455238785953
hs2 158592958 158732374 hs14 101059755 101059838 w=0.219965406687273
hs2 158592958 158732374 hs14 100874493 100874585 w=0.26153925851738
hs2 158592958 158732374 hs14 101065300 101065378 w=0.22559185646941
hs2 158592958 158732374 hs14 100869060 100869148 w=0.257078390403665
hs2 158592958 158732374 hs14 101040219 101040299 w=0.223233352327998
hs12 52300692 52317145 hs14 101045920 101045994 w=0.215334737787294
hs12 52300692 52317145 hs14 101023325 101023420 w=0.227769047906846
hs12 52300692 52317145 hs14 100884483 100884576 w=0.217616975473859
hs12 52300692 52317145 hs14 101055419 101055491 w=0.229501591522624
hs10 127700950 128077024 hs14 100882979 100883075 w=0.398696563116967
hs10 127700950 128077024 hs14 101054687 101054759 w=0.491265332435404
hs10 127700950 128077024 hs14 101059755 101059838 w=0.308102087686277
hs10 127700950 128077024 hs14 101023794 101023856 w=0.214597975053674
hs10 127700950 128077024 hs14 101025732 101025817 w=0.332644057260279
hs10 127700950 128077024 hs14 100874493 100874585 w=0.399201648506616
hs10 127700950 128077024 hs14 101065598 101065667 w=0.316052505856688
hs10 127700950 128077024 hs14 101039690 101039755 w=0.253745690225806
hs10 127700950 128077024 hs14 101062050 101062118 w=0.254567353352558
hs10 127700950 128077024 hs14 101022066 101022132 w=0.393130550902822
hs10 127700950 128077024 hs14 101054306 101054381 w=0.42698278392706
hs10 127700950 128077024 hs14 101065300 101065378 w=0.405487155577812
hs10 127700950 128077024 hs14 101023325 101023420 w=0.346043929477992
hs10 127700950 128077024 hs14 101055419 101055491 w=0.340342652230722
hs10 127700950 128077024 hs14 100869060 100869148 w=0.35701766503773
hs10 127700950 128077024 hs14 101049550 101049646 w=0.252505281092251
hs10 127700950 128077024 hs14 101026020 101026107 w=0.425464649778683
hs2 207308263 207485851 hs14 101054687 101054759 w=0.218356616186907
hs2 207308263 207485851 hs14 100874493 100874585 w=0.229454104862058
hs2 207308263 207485851 hs14 101022066 101022132 w=0.233438667380406
hs2 207308263 207485851 hs14 101065300 101065378 w=0.237676492088435
hs2 207308263 207485851 hs14 101023325 101023420 w=0.2235499300651
hs20 3648612 3662893 hs14 101054687 101054759 w=0.244180725596173
hs20 3648612 3662893 hs14 100874493 100874585 w=0.300866847403775
hs20 3648612 3662893 hs14 101065598 101065667 w=0.289424001197239
hs20 3648612 3662893 hs14 101022066 101022132 w=0.262645841607524
hs20 3648612 3662893 hs14 101054306 101054381 w=0.262864568044068
hs20 3648612 3662893 hs14 101065300 101065378 w=0.21357917033609
hs20 3648612 3662893 hs14 101065912 101065991 w=0.221046087962563
hs20 3648612 3662893 hs14 101023325 101023420 w=0.312754341431967
hs20 3648612 3662893 hs14 101023325 101023420 w=0.247844393408276
hs20 3648612 3662893 hs14 101033755 101033836 w=0.273150466520465
hs20 3648612 3662893 hs14 101047901 101047979 w=0.231909021314316
hs5 33523640 33892297 hs14 101062050 101062118 w=0.217234204209908
hs5 33523640 33892297 hs14 101065912 101065991 w=0.236778562506835
hs5 33523640 33892297 hs14 100869060 100869148 w=0.263702060057675
hs5 33523640 33892297 hs14 101040219 101040299 w=0.235450375000719
hs5 33523640 33892297 hs14 101026020 101026107 w=0.332835442892254
hs10 72432559 72522197 hs14 101059755 101059838 w=0.215674339359822
hs11 130318869 130346532 hs14 100109655 100109753 w=0.220628780945474
hs5 5140443 5320417 hs14 101039690 101039755 w=0.264755400528397
hs5 5140443 5320417 hs14 101054306 101054381 w=0.354735427351165
hs5 5140443 5320417 hs14 101065300 101065378 w=0.348395238670834
hs5 5140443 5320417 hs14 100869060 100869148 w=0.289081521645283
hs5 178537852 178772431 hs14 101023794 101023856 w=0.24696517069296
hs5 178537852 178772431 hs14 101039690 101039755 w=0.25017555674512
hs5 178537852 178772431 hs14 101062050 101062118 w=0.248081826711103
hs5 178537852 178772431 hs14 101065300 101065378 w=0.296585853004323
hs5 178537852 178772431 hs14 101055419 101055491 w=0.359042323565471
hs5 178537852 178772431 hs14 101040219 101040299 w=0.214278519337144
hs21 28290231 28338832 hs14 100882979 100883075 w=0.225512712035134
hs21 28290231 28338832 hs14 101054687 101054759 w=0.280177053294423
hs21 28290231 28338832 hs14 101059755 101059838 w=0.236220234497764
hs21 28290231 28338832 hs14 100874493 100874585 w=0.322810001554109
hs21 28290231 28338832 hs14 101062050 101062118 w=0.256327237772904
hs21 28290231 28338832 hs14 101022066 101022132 w=0.271871204664629
hs21 28290231 28338832 hs14 101054306 101054381 w=0.263083294480611
hs21 28290231 28338832 hs14 101065300 101065378 w=0.268128392418251
hs21 28290231 28338832 hs14 101065300 101065378 w=0.244126043987038
hs21 28290231 28338832 hs14 101023325 101023420 w=0.249168263945249
hs21 28290231 28338832 hs14 100884483 100884576 w=0.246743566276988
hs21 28290231 28338832 hs14 101055419 101055491 w=0.24894378154985
hs21 28290231 28338832 hs14 101033755 101033836 w=0.227098478700074
hs21 28290231 28338832 hs14 101049550 101049646 w=0.251633253325505
hs21 28290231 28338832 hs14 101026020 101026107 w=0.304042697702797
hs5 64444563 64777747 hs14 100882979 100883075 w=0.341167193336902
hs5 64444563 64777747 hs14 100884702 100884783 w=0.261716254252215
hs5 64444563 64777747 hs14 100874493 100874585 w=0.364296075011656
hs5 64444563 64777747 hs14 101065598 101065667 w=0.279014349605429
